,rh_SFG_R_6_1_thickness,rh_SFG_R_6_2_thickness,rh_SFG_R_6_3_thickness,rh_SFG_R_6_4_thickness,rh_SFG_R_6_5_thickness,rh_SFG_R_6_6_thickness,rh_MFG_R_7_1_thickness,rh_MFG_R_7_2_thickness,rh_MFG_R_7_3_thickness,rh_MFG_R_7_4_thickness,rh_MFG_R_7_5_thickness,rh_MFG_R_7_6_thickness,rh_MFG_R_7_7_thickness,rh_IFG_R_6_1_thickness,rh_IFG_R_6_2_thickness,rh_IFG_R_6_3_thickness,rh_IFG_R_6_4_thickness,rh_IFG_R_6_5_thickness,rh_IFG_R_6_6_thickness,rh_OrG_R_6_1_thickness,rh_OrG_R_6_2_thickness,rh_OrG_R_6_3_thickness,rh_OrG_R_6_4_thickness,rh_OrG_R_6_5_thickness,rh_OrG_R_6_6_thickness,rh_PrG_R_6_1_thickness,rh_PrG_R_6_2_thickness,rh_PrG_R_6_3_thickness,rh_PrG_R_6_4_thickness,rh_PrG_R_6_5_thickness,rh_PrG_R_6_6_thickness,rh_PCL_R_2_1_thickness,rh_PCL_R_2_2_thickness,rh_STG_R_6_1_thickness,rh_STG_R_6_2_thickness,rh_STG_R_6_3_thickness,rh_STG_R_6_4_thickness,rh_STG_R_6_5_thickness,rh_STG_R_6_6_thickness,rh_MTG_R_4_1_thickness,rh_MTG_R_4_2_thickness,rh_MTG_R_4_3_thickness,rh_MTG_R_4_4_thickness,rh_ITG_R_5_1_thickness,rh_ITG_R_5_2_thickness,rh_ITG_R_5_3_thickness,rh_ITG_R_5_4_thickness,rh_ITG_R_5_5_thickness,rh_FuG_R_3_1_thickness,rh_FuG_R_3_2_thickness,rh_FuG_R_3_3_thickness,rh_PhG_R_6_1_thickness,rh_PhG_R_6_2_thickness,rh_PhG_R_6_3_thickness,rh_PhG_R_6_4_thickness,rh_PhG_R_6_5_thickness,rh_PhG_R_6_6_thickness,rh_pSTS_R_2_1_thickness,rh_pSTS_R_2_2_thickness,rh_SPL_R_4_1_thickness,rh_SPL_R_4_2_thickness,rh_SPL_R_4_3_thickness,rh_SPL_R_4_4_thickness,rh_IPL_R_6_1_thickness,rh_IPL_R_6_2_thickness,rh_IPL_R_6_3_thickness,rh_IPL_R_6_4_thickness,rh_IPL_R_6_5_thickness,rh_IPL_R_6_6_thickness,rh_PCun_R_4_1_thickness,rh_PCun_R_4_2_thickness,rh_PCun_R_4_3_thickness,rh_PCun_R_4_4_thickness,rh_PoG_R_4_1_thickness,rh_PoG_R_4_2_thickness,rh_PoG_R_4_3_thickness,rh_PoG_R_4_4_thickness,rh_INS_R_6_1_thickness,rh_INS_R_6_2_thickness,rh_INS_R_6_3_thickness,rh_CG_R_5_1_thickness,rh_CG_R_5_2_thickness,rh_CG_R_5_3_thickness,rh_CG_R_5_4_thickness,rh_CG_R_5_5_thickness,rh_MVOcC_R_5_1_thickness,rh_MVOcC_R_5_2_thickness,rh_MVOcC_R_5_3_thickness,rh_MVOcC_R_5_4_thickness,rh_MVOcC_R_5_5_thickness,rh_LOcC_R_4_1_thickness,rh_LOcC_R_4_2_thickness,rh_LOcC_R_4_3_thickness,rh_LOcC_R_4_4_thickness,rh_MeanThickness_thickness
rh_MFG_R_7_5_thickness,0.8568195294722838,0.9705674434698809,0.919333798146101,0.841140892121411,0.9976290672844195,0.1368172014234257,0.2596581250453207,0.8727208419487965,0.02800078494276511,0.05485737878431285,1.0,0.9765196770794712,0.11015610349582447,0.7292426065485533,0.5114141894305151,0.9218339493985357,0.1165437949267925,0.8276903570587826,0.47211031271411263,0.512729001709165,0.21091744664893872,0.5449094627908408,0.007116301206378996,0.2197636829067264,0.663386768055417,0.003637689554475988,0.9854197349879998,0.4206083870479702,0.0009484873342868062,0.5142378993235762,0.9961124982692828,0.9047271505591262,0.8447881913700026,0.10347251343364641,0.005805315064273084,0.5168344991013428,0.9963124536792376,0.6004830828586735,0.6108145946845083,0.6244420431919692,0.5059304618847335,0.6004830828586735,0.9994385873047582,0.8274738831500092,0.8236521785421447,0.48543149284495013,0.5761684950913657,0.8042399748150066,0.9905886832704939,0.9923696862069559,0.5451040231286159,0.9059083396074137,0.6301838361961287,0.08159838690723079,0.8380132848182908,0.9105138715642773,0.07292191759036598,0.29721035633669557,0.20283267718621606,0.8401675042695727,0.7998203128568606,0.5126629216945704,0.6092249757516995,0.5918436472848501,0.09122274484595178,0.8650138824900019,0.5030093355406275,0.9978836479490628,0.8761222364870374,0.9825899431903136,0.8975325254685265,0.9075077250222736,0.46231519232903473,0.22552532368392472,0.2778599742680374,0.0026368670593987717,0.859239769458974,0.02773367678609498,0.33503919121878434,0.8795225617535832,0.8885464111747616,0.5640284093506045,0.8268855557517606,0.9082351647878881,0.8333839522282056,0.4060098144518449,0.8891034644091467,0.4847524086029955,0.8767435563654284,0.7841991638339738,0.35196005287770477,0.4368402496772987,0.27733466024587095,0.28773547938744404,0.6588412064400365
rh_MFG_R_7_6_thickness,0.7558842805150239,0.9996498388039455,0.980486543485469,0.7227279932341943,0.9812899473963523,0.20540135945331356,0.36148521015415863,0.9541008398742354,0.04821780584160551,0.08955580942620345,0.9765196770794712,1.0,0.16878177205506006,0.846585680966061,0.6422438197676863,0.8245239796285226,0.17756979421543215,0.9241239214400782,0.35497762777171504,0.48321954567532793,0.24919296237691174,0.41866762153286363,0.013375183616030198,0.14745825708694632,0.5352730105008672,0.007427424512695128,0.9477093516608609,0.45019827049971195,0.0019487766370496666,0.3911260942428891,0.9830489626133196,0.973968358274881,0.727078338650673,0.06356216916592748,0.011014399880244408,0.39422138390708006,0.9581015924562343,0.4714957004393236,0.4817870481702677,0.4956190312151026,0.630918789423222,0.4714957004393236,0.9765756835472363,0.7068016146721194,0.9188092465459528,0.6075512552273044,0.4478843290596466,0.6809115284527283,0.979508159490551,0.9851927226680898,0.4191866948965467,0.9746031594744637,0.500495679980681,0.04950497940392691,0.9300537267084683,0.9769890226213569,0.04421416329797332,0.40703682579161815,0.2409391649040371,0.7217879940640346,0.8965468149832784,0.4055734160828995,0.47937243579244104,0.46253673717961385,0.05589452817069156,0.949648900394948,0.38123767730632263,0.9808899274098068,0.9569960497350058,0.9857198057297296,0.9695600511062172,0.9744389655216101,0.35358092219391213,0.31509348366841705,0.3833131479162043,0.005491456054591593,0.9456503277684416,0.015274240963792582,0.2371976771091291,0.7715644063857579,0.7818390894958005,0.43641930242425153,0.9213849967239811,0.975826877802628,0.7136163582297262,0.2986283302297565,0.7851472795061352,0.3669156667727048,0.8841942353052552,0.7163855882195622,0.2508855521407567,0.3490464578450784,0.19103068824223726,0.2000539507687571,0.6988896973567028
rh_MFG_R_7_7_thickness,0.04730841394051094,0.17715930684326536,0.23242815490636498,0.027721783239536654,0.11509821925320404,0.9935145074325951,0.8757119379842797,0.28093633687694197,0.8410050285752155,0.9512052898741263,0.11015610349582447,0.16878177205506006,1.0,0.42078325221001994,0.6350003590534415,0.04455211615686287,0.9996221563015566,0.3274536705561201,0.0049051595350105455,0.03390309908866958,0.39444283873781777,0.0060594157908981,0.5513749123499787,0.0007339144837508561,0.01074773684285296,0.4550484500003704,0.09039798247255965,0.2490366918868852,0.19819964999398526,0.005474001303495757,0.11830500339033587,0.25284055901910096,0.027590770760986975,0.00013730775273212173,0.5061029123401684,0.005930822242980482,0.09791341399419268,0.007671754222435663,0.008080810937674578,0.008690897768028963,0.6447287148646488,0.007671754222435663,0.10913048103774525,0.025816196341455183,0.32597254677156917,0.6679225768199012,0.006859436794739118,0.02399058848553032,0.11938676658251783,0.12446773212675508,0.006399611243143167,0.25178154686739174,0.008930995467213114,0.00011196479656777778,0.31346751737523015,0.2476188325689231,0.00010577681683574429,0.857045182502685,0.40061759270304287,0.02816741873877819,0.34470194850491365,0.00688216312049055,0.00810510025114131,0.007534891936301878,0.00013657680440173014,0.29014511069693927,0.0052654559902130405,0.11447498873147645,0.2805275736819767,0.13672197249234913,0.2616493643526234,0.25251344948403964,0.004349619958007468,0.9333700836893095,0.8793970428482921,0.41113982481104466,0.2951282896317972,1.4740649563561626e-05,0.0015741346914678817,0.03307425466817687,0.034825863620426514,0.006799704656168944,0.32314670806280343,0.24968553488933387,0.026374334161478198,0.0025951943538115416,0.03538710156445615,0.0055245398409276315,0.16854935013877914,0.05150118932926948,0.0018214412916093827,0.006311862551281798,0.0010565131638332963,0.001071105420262566,0.48693723138972156
rh_IFG_R_6_1_thickness,0.4444004583301735,0.8592824568182287,0.9255136661389078,0.38546716016002147,0.7465224088845517,0.48327436068229374,0.6877659622551182,0.9618178545801063,0.16522051614245098,0.26530234939388053,0.7292426065485533,0.846585680966061,0.42078325221001994,1.0,0.9356828446525187,0.48886856361333975,0.4360123294986332,0.9839191139060466,0.13482929184033343,0.32589035182381915,0.4004013187662683,0.1660086917223143,0.05844760679291508,0.041287669469071246,0.24024044166485986,0.03866968656495616,0.6802737998889048,0.518416032017138,0.010838648688960494,0.15173919095662347,0.7545621360549881,0.9411900609626318,0.38876922896403704,0.013984095448122404,0.04947457820546508,0.1548443685832915,0.688528139376722,0.19699647561450187,0.2036373067456187,0.21290344482686172,0.9169248689459988,0.19699647561450187,0.7300449817620697,0.3711975256267972,0.9802017680789821,0.8967286477571176,0.18252875854377051,0.35056160791147817,0.7566918875379709,0.7686335528625652,0.1672916571979756,0.9401706100856085,0.21547363963097493,0.010732397431999203,0.977181409779398,0.9359633209421924,0.00966285961437195,0.7465039606015709,0.39346867874973224,0.3854055880503937,0.975713459468281,0.17397129041996295,0.20167062914284362,0.19140997520143851,0.012424262067277753,0.967293235049273,0.14678016252301573,0.7448973691510821,0.9613163835830989,0.7921206410554787,0.9456007692758919,0.9357375747745825,0.13791578017230624,0.6246847736699759,0.7196589022139019,0.030282587215290674,0.9699234630120654,0.0025590527192322827,0.07529167277304158,0.4329531131554024,0.4424481702087535,0.1764977844928213,0.9796437886840516,0.9380926669801144,0.3769537195098858,0.10457989404260454,0.44837646876024023,0.1423091172178084,0.7537991389919325,0.46396024213633946,0.08128577023260516,0.15361652627274652,0.056638408336118454,0.060289096174262514,0.7240066729114736
rh_IFG_R_6_2_thickness,0.2743696753361691,0.6581206210294013,0.7513223935787876,0.21898148007369855,0.5287555232900633,0.7014543062239709,0.8703135272593848,0.8140286996847055,0.3068404406962787,0.44791421546329857,0.5114141894305151,0.6422438197676863,0.6350003590534415,0.9356828446525187,1.0,0.29684876667498317,0.6515420211880087,0.8621899621225981,0.062359447177502914,0.21261123688713457,0.4780287559733038,0.0781540046135653,0.12797202708058503,0.015695658280256902,0.12171743830858447,0.09121378147316782,0.46424617562414,0.5044696885612132,0.02814791631464792,0.0707019481835213,0.5373595203769348,0.776103349238315,0.22082055517484178,0.00454638565279066,0.1105625370818695,0.07295630132983057,0.4725582308651822,0.09547992244309668,0.0993830771935868,0.10493670515161604,0.9860106469642272,0.09547992244309668,0.5117345950161047,0.20885762494275478,0.8605668859615763,0.9772371831557751,0.08720467778795532,0.19535824966516174,0.5409816455666929,0.5529534949864744,0.0793141381145528,0.774467653794938,0.10639649412113873,0.0034841719425146305,0.8492231036990404,0.7678748575959938,0.0031623205616810894,0.9229767020910336,0.4741803455482969,0.2193998947675628,0.870257201871453,0.08615563546756788,0.09826744070743973,0.09241573466240416,0.004096308448031348,0.8240835342091621,0.06814137747745092,0.5270413360559731,0.8120098018342382,0.5807992963290616,0.7849024939556503,0.7699256138462178,0.0641434110492464,0.8232671636151203,0.9047647748059762,0.07433892449608456,0.829926635874766,0.0007047155931954129,0.030691452122972383,0.2528377801470376,0.2599459113985435,0.08420310526168032,0.8581235547152612,0.7711809976415003,0.21272897941380925,0.04530046404087634,0.264673277501852,0.06683795559454819,0.5878075074552254,0.3018921187098631,0.03361174302758858,0.07731852211090291,0.022172932316666994,0.023748693323673426,0.6959825720370112
rh_IFG_R_6_3_thickness,0.9648036575652732,0.8108388311801392,0.7214517867469274,0.9830298305866597,0.9080401281399193,0.05732471492220127,0.12378285787690627,0.654268844015157,0.009167057976399997,0.01978059580651631,0.9218339493985357,0.8245239796285226,0.04455211615686287,0.48886856361333975,0.29684876667498317,1.0,0.047618028341518494,0.596035539803333,0.7102801861812984,0.5109163098374302,0.19151653335408486,0.7831136126249005,0.001991298411189795,0.40757542616041026,0.8705875821658658,0.0008512999521822965,0.9371531584372688,0.39700302437325957,0.000224735295075571,0.7543604759696261,0.9014177777216776,0.6965072307899829,0.9837664922387093,0.22522772294583226,0.0015977655310382894,0.7556871525268725,0.9451715246202688,0.8279887496725125,0.835249273109197,0.8442645006537268,0.30073576178341505,0.8279887496725125,0.9204775036261746,0.9777322637995409,0.5964242814998948,0.2875878487134277,0.8095301302701463,0.967088583865654,0.8945752757929832,0.8888790824361683,0.7832773329675204,0.6982234922716436,0.8508901844723049,0.18332871640177112,0.6117808004738613,0.7050617194010077,0.1649389778882554,0.1470167743033625,0.1836914036402444,0.9826111977037608,0.5769354101974649,0.7038469085764192,0.8369057643382467,0.823613539430589,0.20110123884568823,0.6429614265333886,0.7432391227637976,0.9093333484545957,0.6568910863730608,0.8648727501963872,0.6862871119942743,0.701574530585017,0.6724010268305395,0.1091339876715165,0.13600689387098663,0.0005971553730381367,0.6360007602862594,0.07446640120235948,0.5591004631039087,0.9888189006155743,0.9931749904006504,0.8003982432796544,0.59981758245675,0.7016482225494943,0.9799945265841472,0.6317624206398518,0.9878770879237477,0.7214815339909686,0.7878290558045303,0.8431540241593265,0.5803767996960354,0.5907746959592065,0.4875576689035489,0.4961084439251845,0.5405424095922342
rh_IFG_R_6_4_thickness,0.050300236683443904,0.18625811928580688,0.2434766826696293,0.02977427819528289,0.1217778766091999,0.9961996868603681,0.8859356812390538,0.29336233660634004,0.8272161158040509,0.9426172301710201,0.1165437949267925,0.17756979421543215,0.9996221563015566,0.4360123294986332,0.6515420211880087,0.047618028341518494,1.0,0.3409354733121904,0.005338247362863452,0.036224301597135765,0.4021715835796993,0.006601012585847227,0.5350335733783047,0.0008109464278486408,0.011674449678253249,0.4401990060251679,0.09598366107094117,0.2575801341762594,0.1892260432351699,0.0059617965474616005,0.12513860562209256,0.2643774766135709,0.02965078307170202,0.00015367346251082703,0.4901539666248318,0.006448981110132216,0.10367088679619244,0.008353317059496532,0.008796465018100568,0.009456550472004565,0.6610552168750701,0.008353317059496532,0.1155142829336245,0.027746286964482815,0.3395339942820808,0.683903489941958,0.007471735617006587,0.02578215644240136,0.1262997811617272,0.13158796432830727,0.006961837049212744,0.2632817091109413,0.009712923574259841,0.00012507090786346338,0.3267299183273462,0.2589721810510573,0.00011804427771167181,0.8698168797673909,0.4081969196225671,0.03023661522478969,0.35861365368454384,0.007497916468185311,0.008817054493862865,0.008198099117728242,0.00015239824418642104,0.30277455965751554,0.005734564577814806,0.12112432929360661,0.292866279438582,0.14437900706279966,0.27336361786417496,0.2638983966863408,0.004761368305727341,0.9416915069164309,0.8913950578079274,0.39655881354807354,0.30790142366788825,1.6672584766671967e-05,0.0017360724200623792,0.03551302162010412,0.03736272778014228,0.00739821414954556,0.33664298015568883,0.2611122418969609,0.028345749338026048,0.0028545195552315775,0.037976895875068736,0.006003303182363643,0.17692650693354214,0.054889006413260985,0.002005265665687285,0.006872415956543492,0.0011672760108531212,0.001186095534977596,0.49515026200844486
rh_IFG_R_6_5_thickness,0.5406619749167276,0.9335505103549315,0.9766033838186915,0.4856967190806537,0.8426468776526004,0.3831534214424094,0.5834297248477509,0.9942800419871817,0.11627008684787878,0.19550597466850617,0.8276903570587826,0.9241239214400782,0.3274536705561201,0.9839191139060466,0.8621899621225981,0.596035539803333,0.3409354733121904,1.0,0.18842461737995037,0.3827047737681756,0.3511424355342446,0.22944891624495634,0.03804796309753769,0.0634944705152169,0.3198598156091682,0.02400927751693497,0.7819009828337591,0.5051264980346178,0.006530520344537414,0.21097843287619128,0.849370820893721,0.9859027741408141,0.48965405460569755,0.023211136356755313,0.03191460475305734,0.21429404709059685,0.790505007212366,0.26813877018450183,0.2762092143110441,0.28735188558180214,0.843769739276769,0.26813877018450183,0.8284840480077686,0.4699574946943964,0.9952124383815111,0.8205122273648435,0.2502967524622213,0.4463040123226305,0.8500173722413141,0.8608128754531814,0.2305914961833856,0.9853604959328058,0.2905831498399879,0.01784822121338898,0.997062153374511,0.9830363196358075,0.016009578631931157,0.6401704838391857,0.3433663978458711,0.48530748070784824,0.9836405113562077,0.23475773575112333,0.27384197273272765,0.26116859316385177,0.02050470785521717,0.9967657375994621,0.20450994050057886,0.8412723907244444,0.9949253212458326,0.8788299466765623,0.9875908587207395,0.9818794995032658,0.19182445545166985,0.5209718443741498,0.6123252456918904,0.018453321383801607,0.9972928206611018,0.0046131089777345195,0.11165055257315765,0.5374601528982206,0.5477230741667773,0.24240243702435027,0.9957378813054063,0.9842293093362288,0.4764538755221165,0.15049835136380757,0.5536014382623482,0.1974814764875082,0.8162086223214744,0.5484884717820314,0.119721588446286,0.2056946940211963,0.08572852879110347,0.09092434911784458,0.7271483523260216
rh_IFG_R_6_6_thickness,0.7653136495954984,0.3419377420234453,0.27382086589255233,0.8122580443173368,0.4576951431826456,0.006615033337913952,0.01576610519261849,0.22692134984886025,0.0006977734525268689,0.0017816649645928722,0.47211031271411263,0.35497762777171504,0.0049051595350105455,0.13482929184033343,0.062359447177502914,0.7102801861812984,0.005338247362863452,0.18842461737995037,1.0,0.37817656282488277,0.3203031592615745,0.9842899441332392,0.00011678251883032284,0.874755679247375,0.913658456976987,2.4369989184193917e-05,0.5241579765541655,0.46298116995212796,9.772382355326188e-06,0.9944573827705274,0.45045177389008606,0.2496055996348761,0.8067030175772741,0.6648827273498362,9.145843939453671e-05,0.9964771219133243,0.5107788015745381,0.9545749732871449,0.9475241504289043,0.9374841622513195,0.0717447247042239,0.9545749732871449,0.4726474952495965,0.8261612052784801,0.1971860981312755,0.06945893245973624,0.9692901338762443,0.849180586332511,0.45045027197445786,0.43782616489037574,0.988896602098799,0.250620672074098,0.9410107480485517,0.5929385719654621,0.20346268360419206,0.25475409104978486,0.5514957874724131,0.022605180038437027,0.312793285135194,0.8138175926792589,0.19564418001429382,0.8485372282119219,0.9574066482046176,0.9677924616871089,0.6243759139515989,0.21761096514390355,0.9967083358891933,0.4591628559467481,0.224612235255872,0.41675537402902396,0.24100656833317302,0.250537822843235,0.8879874353732442,0.018038588999813032,0.021084999378890835,1.75114980982953e-05,0.2142774667195085,0.3460909172765403,0.9477349737702955,0.7590295851326854,0.7517445254993198,0.981583350759284,0.1985365793515324,0.25267274041363424,0.8197649187538225,0.9341990248549776,0.743004557771511,0.9994364489475536,0.454125929152571,0.6867982886305963,0.9618688467740015,0.719559418125241,0.922792850218491,0.8988865812977758,0.2182822451422743
rh_OrG_R_6_1_thickness,0.4226623219223393,0.4781008344146536,0.4286719647843325,0.49434465511498404,0.5077921838440858,0.04623804247597715,0.13982387613603703,0.398543227014259,0.006632616595370519,0.014807276777493878,0.512729001709165,0.48321954567532793,0.03390309908866958,0.32589035182381915,0.21261123688713457,0.5109163098374302,0.036224301597135765,0.3827047737681756,0.37817656282488277,1.0,0.5557340668277491,0.45323978319357144,0.001081986846460346,0.42540627069777504,0.5497711870663148,0.0019492260336284731,0.5203660287184317,0.5604021770482264,2.255054954944913e-05,0.42201607660070406,0.5050032573909873,0.43376029584883535,0.5062797163075751,0.5007267473339242,0.0007649352629278051,0.39918314113325015,0.5152740493739454,0.5083701459277072,0.5183950572149465,0.5314985373803935,0.16476683505319337,0.5083701459277072,0.5121894374393577,0.49083335589022553,0.3555001236223604,0.14574521467277024,0.48448989865422876,0.4695306397697822,0.5003423647092688,0.49901872003563374,0.4287156894249315,0.43511518472757266,0.5183360019766121,0.4750740930489815,0.37059097525549084,0.44043374106086314,0.4646792057006487,0.11798639919571013,0.5564070878016237,0.4866690634841697,0.3216697706882834,0.7050269592722491,0.49269965998174403,0.4756085277038911,0.46945844179091756,0.3995570655838605,0.4126893371068051,0.508303181471403,0.4117524613815237,0.4854542327352474,0.43588990613136186,0.4475253890038834,0.6570195253540263,0.05433692512524052,0.1005126866327299,0.0012200089452243995,0.39328823223780607,0.5133172330874832,0.49516575693195874,0.5356425094975203,0.5283795536506348,0.4478598074259221,0.35888107758763854,0.43779490178066355,0.496151912223516,0.5742035669626198,0.5426232386901344,0.36574232880360635,0.4239889078069295,0.6357561089852422,0.4736471356960015,0.8356365987728047,0.46670896926147803,0.5493493272040746,0.49815100997435524
rh_OrG_R_6_2_thickness,0.1258336976504823,0.2552474860889979,0.3163659322489086,0.20997436470945918,0.23742949422258366,0.42968370718922555,0.49997356038384927,0.34213075908489676,0.21218405584668198,0.2965645784339974,0.21091744664893872,0.24919296237691174,0.39444283873781777,0.4004013187662683,0.4780287559733038,0.19151653335408486,0.4021715835796993,0.3511424355342446,0.3203031592615745,0.5557340668277491,1.0,0.32813473289194167,0.08667369861429416,0.46368826422257836,0.33939449962835283,0.11789993646219266,0.2611696070005992,0.8965499510281383,0.00879511430312797,0.32437616057907137,0.24479904543173103,0.3005128347215052,0.220701069159836,0.4997349887762355,0.07185213035193656,0.3088037402396271,0.186044162668076,0.3373702040702887,0.3395346216299565,0.3426625074624366,0.5004175049184628,0.3373702040702887,0.22317032666434358,0.21325583123488878,0.3842361462832475,0.5043202801902003,0.3328795552971834,0.2051102273530081,0.26606130800659467,0.2584442985070532,0.3123245557479579,0.29878276250991126,0.33054559012220663,0.499370998629974,0.36910963493160265,0.29187979623046084,0.499268063973116,0.4996210521505328,0.9997343154567544,0.20263790925918182,0.41877500440155996,0.49162282618031566,0.32231525591641746,0.3191473289306349,0.5002636346633446,0.3381420425023759,0.3245586207997393,0.2359744026190782,0.3242240615030028,0.2837974447936869,0.29469173958152783,0.27922586861641474,0.47903825859348265,0.44711508923895243,0.49438450371377224,0.0923929644611165,0.34507903236488413,0.43523072520390466,0.4478322707263654,0.2416078109784459,0.22873524113364174,0.31482381503837353,0.3809027341265192,0.2953276090855799,0.21564246182370078,0.457369356174708,0.24904693650115545,0.305882769356551,0.44760365357261694,0.4640258117956857,0.43113165974871015,0.5375315354290128,0.457965737249913,0.4843025904786945,0.15285948264985535
rh_OrG_R_6_3_thickness,0.8160787705014199,0.40422045305146415,0.3237652387544805,0.8760529982188583,0.5273885303593829,0.00837756302669237,0.02420901906908482,0.27078254854078637,0.0008313640716178295,0.002163182342961782,0.5449094627908408,0.41866762153286363,0.0060594157908981,0.1660086917223143,0.0781540046135653,0.7831136126249005,0.006601012585847227,0.22944891624495634,0.9842899441332392,0.45323978319357144,0.32813473289194167,1.0,0.00013003946341478366,0.8128929561150186,0.9680001608669169,5.234038519328234e-05,0.5947054421190707,0.4850137444180426,9.880350973259675e-06,0.9973357718225282,0.5190126682135147,0.30115564863982563,0.8729711719943869,0.589503872390449,0.00010003703329621911,0.9943144493910376,0.5862256739955372,0.9916280909318049,0.988234972758306,0.9828546271233527,0.08242569069680125,0.9916280909318049,0.5443808741617635,0.8880265920409949,0.23299686708900516,0.07835112547509493,0.9973357718225282,0.9044560574436914,0.5165482456516273,0.504181568590372,0.9989376853029087,0.3024903331242186,0.9846615570076295,0.5181746652212004,0.242001569880065,0.30789839358772053,0.4805407129311693,0.029185647776010983,0.32020756819210344,0.8760778235721243,0.22570078522959364,0.9029171957357834,0.992578968525401,0.9964975094730895,0.548702628732115,0.2617918418120872,0.9952691841421308,0.5290741331218951,0.27135096981558027,0.47874700458724756,0.29319701515787666,0.3055802642263952,0.925694800952059,0.02023245419568837,0.02630665411543816,3.300024655238029e-05,0.2571881104910139,0.287040542201511,0.927179519333188,0.8324218386112074,0.8247731983159314,0.9993908826464417,0.2349470056476316,0.30518055375490705,0.8831858734860092,0.9457002149526206,0.8177453583797487,0.9830207866191222,0.4963959514092889,0.7579959521169385,0.9413092878602656,0.7739506592404697,0.8821175300643727,0.8755954179182296,0.29123222006044686
rh_OrG_R_6_4_thickness,0.0028042129446693483,0.014380788203439665,0.020815099651627762,0.0010313034404001375,0.007129329640379236,0.4866155726256396,0.32671706075682616,0.028502567196170336,0.8795909457201725,0.7391970176834822,0.007116301206378996,0.013375183616030198,0.5513749123499787,0.05844760679291508,0.12797202708058503,0.001991298411189795,0.5350335733783047,0.03804796309753769,0.00011678251883032284,0.001081986846460346,0.08667369861429416,0.00013003946341478366,1.0,9.657930637571137e-06,0.00022068870294304408,0.9272277438287417,0.004601972290593491,0.030444928416416335,0.7407758583183963,0.00012277987045792367,0.007330924236246919,0.02527521258760208,0.000981347547952222,1.0716425033521272e-06,0.9968240240726477,0.000144292056987563,0.0063421955492943645,0.0001542116775133424,0.00016116916844057262,0.00017209387268514982,0.12796737787897677,0.0001542116775133424,0.0067751042607286744,0.0009374021034124068,0.03557306774953911,0.1393490165923656,0.0001413414872314487,0.0008964397023015365,0.007117628822453396,0.0077402199990885875,0.00014941096298010578,0.025167343179462585,0.00018529061220549171,9.89283192000226e-07,0.03370886804224338,0.02475176954054605,9.736424487030082e-07,0.264190827842204,0.09045838238774799,0.0010840334595129172,0.03823671045076772,0.0001033950863860894,0.00017408502556321312,0.00016512682770894932,1.2565306985645544e-06,0.030599575067308378,0.00011914906643919622,0.0070910594507651754,0.029450433768410153,0.008638993130960127,0.027410697602436047,0.026523568141524116,5.554303742326164e-05,0.35465681399850735,0.28142943679268934,0.9319140601607556,0.03122500818794194,8.067638950275367e-08,1.950222402328235e-05,0.0011399148902265356,0.0012686746738616902,0.00015459785071957914,0.03513933071078503,0.024956415682647566,0.0009508022727237265,3.0418438457239018e-05,0.001218375135687534,0.0001401111323372636,0.012032718619940807,0.0019044303050638706,2.51119625067584e-05,9.358791420015529e-05,1.303147644559566e-05,1.013244550644783e-05,0.16842585813865552
rh_OrG_R_6_5_thickness,0.4691644876651063,0.14010000957224206,0.10412547894588725,0.5132051801997085,0.21130709267949022,0.0010491095437594501,0.0032349981161566652,0.08105939716169215,7.540794967892837e-05,0.00022385057922654313,0.2197636829067264,0.14745825708694632,0.0007339144837508561,0.041287669469071246,0.015695658280256902,0.40757542616041026,0.0008109464278486408,0.0634944705152169,0.874755679247375,0.42540627069777504,0.46368826422257836,0.8128929561150186,9.657930637571137e-06,1.0,0.6968593569184334,2.127262790635539e-06,0.2618602194807489,0.508089267143155,5.818161556115073e-07,0.8403074730106395,0.2069138985887536,0.09180156542643927,0.5092807229041588,0.9259793231438482,7.3011523806949305e-06,0.8384788188894757,0.24595423680516676,0.7595973441823614,0.7492299523712418,0.7353306307642764,0.018753464569749034,0.7595973441823614,0.2206262054802459,0.5293561248596863,0.0676845346372142,0.018088444925660318,0.7834355709071458,0.5550552708972556,0.2087178129770076,0.199443971984804,0.8138604677692878,0.09230128647206073,0.7316441179298232,0.878450532153322,0.07035115479018869,0.094353045450811,0.8430612178678067,0.0045681172627065015,0.45919166096495023,0.5137914775223462,0.06778298849934614,0.780470751251696,0.7532393236384185,0.7702404482166351,0.9007827321168127,0.07662827207741832,0.8498562558323491,0.21220688440219312,0.0798639516646136,0.1875068344064581,0.08775817506407867,0.09254505915186276,0.8325799377450156,0.003443527609452929,0.004170869441484698,1.3515683372014208e-06,0.07511723810650367,0.6415304772264714,0.9553019940486771,0.46495313867506505,0.4541072808229122,0.7965907770983747,0.06825189599135867,0.09331652094129705,0.522607347427885,0.8952877797183819,0.4511378009460012,0.8641979617285265,0.24038461642823342,0.5019079973287486,0.9503666684428976,0.7383815420813375,0.9852427678704871,0.9598676906009831,0.10110323549206479
